,Country Code,year,pib,total_medals
683,GBR,2014,0.1204600912238334,5
684,ITA,2014,0.08497585591448041,8
685,JPN,2014,0.19248553899231094,8
686,KAZ,2014,0.00869292849463656,1
687,KOR,2014,0.058343138278056296,8
688,NOR,2014,0.019712078124457407,27
689,POL,2014,0.021180035814352925,6
690,RUS,2014,0.08093614133920912,33
691,SVK,2014,0.003976683660702841,1
692,SWE,2014,0.02286574757596154,17
693,UKR,2014,0.0052372005032432275,2
694,USA,2014,0.6898900408555984,32
695,ARG,2016,0.02190536053250845,5
696,ARM,2016,0.00040384741090313827,4
697,AUS,2016,0.047458159652785895,34
698,AUT,2016,0.015549283236215168,2
699,AZE,2016,0.001477804780262294,18
700,BDI,2016,9.324103205684592e-05,1
701,BEL,2016,0.01870286852392206,6
702,BLR,2016,0.0018652564410434867,9
703,BRA,2016,0.07057631279622621,23
704,BRN,2016,0.0004374303254757471,2
705,CAN,2016,0.060053326748977336,24
706,CHN,2016,0.4415602999031147,79
707,CIV,2016,0.0018921523179407094,2
708,COL,2016,0.011102750282684858,8
709,CUB,2016,0.0035809736097605744,11
710,CZE,2016,0.00770455935745547,12
711,DOM,2016,0.002965167299675363,1
712,EGY,2016,0.013057260362924308,3
713,ESP,2016,0.04847917576732053,19
714,EST,2016,0.0009355690086302619,1
715,ETH,2016,0.002909823968179729,8
716,FIN,2016,0.009453784362765793,1
717,FRA,2016,0.09719919421326272,45
718,GBR,2016,0.10569554194834964,75
719,GEO,2016,0.0005844907207855836,7
720,HUN,2016,0.005044820029680069,16
721,IND,2016,0.0901955987577563,2
722,IRL,2016,0.011725372969988188,3
723,ISR,2016,0.012650846838082699,2
724,ITA,2016,0.07377521359487953,31
725,JAM,2016,0.0005426461506594051,11
726,JOR,2016,0.0015574274149695005,1
727,JPN,2016,0.19667915624828416,43
728,KAZ,2016,0.005385570517500054,18
729,KEN,2016,0.0029302017442048756,13
730,KOR,2016,0.058940293918898476,22
731,LTU,2016,0.0016814379956969498,7
732,MAR,2016,0.004375116447004851,1
733,MEX,2016,0.04371014275501971,5
734,NOR,2016,0.014571242146179378,6
735,NZL,2016,0.007412346569049109,23
736,POL,2016,0.018465512643491243,13
737,PRK,2016,0.09582302087746139,7
738,QAT,2016,0.0059537382476064745,1
739,ROU,2016,0.00727277141602923,5
740,RUS,2016,0.05017856085966498,59
741,SGP,2016,0.01253006059969531,1
742,SRB,2016,0.0015888790083745362,9
743,SVK,2016,0.003525244826626216,5
744,SWE,2016,0.020259189478706443,11
745,THA,2016,0.016238331632003025,6
746,TJK,2016,0.0002641540102895801,1
747,TTO,2016,0.0009214508548911009,1
748,TUN,2016,0.0017330414908683397,3
749,TUR,2016,0.03417570587730046,8
750,UKR,2016,0.0036590202379477555,12
751,USA,2016,0.7348765354423443,127
752,UZB,2016,0.0033753039173530655,13
753,VEN,2016,0.09582302087746139,3
754,AUS,2018,0.05619077623834998,3
755,AUT,2018,0.01787456437863567,15
756,BEL,2018,0.021345864700376745,1
757,BLR,2018,0.002349057756198246,3
758,CAN,2018,0.06781035865516287,34
759,CHN,2018,0.5461850650051582,10
760,CZE,2018,0.009777266069533167,7
761,ESP,2018,0.05587508702071754,2
762,FIN,2018,0.010827111276444023,6
763,FRA,2018,0.10969918203829322,17
764,GBR,2018,0.1128589806934053,5
765,HUN,2018,0.006300973306718546,1
766,ITA,2018,0.08222118741024279,10
767,JPN,2018,0.19814158348902977,13
768,KAZ,2018,0.0070389747691729085,1
769,KOR,2018,0.06781210020545488,17
770,LIE,2018,0.0002523693345171938,1
771,NOR,2018,0.017276966488277958,42
772,NZL,2018,0.008318355337792592,2
773,POL,2018,0.023133671589506712,2
774,SVK,2018,0.004161470798452496,3
775,SWE,2018,0.02182371761129914,15
776,UKR,2018,0.005134494435385603,1
777,USA,2018,0.8071244847811013,26
778,ARG,2020,0.015152385759246106,3
779,ARM,2020,0.0004862219984134873,4
780,AUS,2020,0.052285337594543096,50
781,AUT,2020,0.017090668705984326,7
782,AZE,2020,0.0016675104296938518,7
783,BEL,2020,0.020676241264694344,7
784,BLR,2020,0.002401754756472787,7
785,BRA,2020,0.058013677441165805,23
786,BRN,2020,0.0004612254088100362,1
787,CAN,2020,0.06507270024073752,27
788,CHN,2020,0.577350715432694,104
789,CIV,2020,0.002465082166050228,1
790,COL,2020,0.010608669057454001,5
791,CUB,2020,0.004209187123196694,16
792,CZE,2020,0.009658317556487295,13
793,DOM,2020,0.0030885980812525443,5
794,ECU,2020,0.0038923295210902867,3
795,EGY,2020,0.015076807529780942,6
796,ESP,2020,0.05023133394167657,19
797,EST,2020,0.0012224294850667746,2
798,ETH,2020,0.0042212131167972695,4
799,FIN,2020,0.010676875018802864,2
800,FRA,2020,0.10405683072799587,37
801,GBR,2020,0.10603753177459832,71
802,GEO,2020,0.0006120591049347957,8
803,GHA,2020,0.002742616993792606,1
804,HKG,2020,0.013548679904240205,6
805,HUN,2020,0.006169738099750589,21
806,IND,2020,0.10500719466123459,7
807,IRL,2020,0.01683749362479238,5
808,ISR,2020,0.016234452593610966,4
809,ITA,2020,0.07457672329668213,43
810,JAM,2020,0.0005322420285301559,9
811,JOR,2020,0.0017071097130569662,2
812,JPN,2020,0.19871966859611578,60
813,KAZ,2020,0.006714375804609381,8
814,KEN,2020,0.003946040704251556,10
815,KGZ,2020,0.0003143930542622795,3
816,KOR,2020,0.06462568160837101,22
817,LTU,2020,0.0022285271032554906,1
818,MAR,2020,0.00475958650035465,1
819,MDA,2020,0.00044259952689025594,1
820,MEX,2020,0.04404456934451634,6
821,MKD,2020,0.0004752894391639867,1
822,NAM,2020,0.00040532591532262965,1
823,NOR,2020,0.014440613077147722,9
824,NZL,2020,0.0083452070680349,25
825,POL,2020,0.023552821463674527,16
826,QAT,2020,0.00566596374797267,4
827,ROU,2020,0.009870113033936144,6
828,SMR,2020,4.9873708163914365e-05,4
829,SRB,2020,0.0020866819926919915,9
830,SVK,2020,0.004184803038914801,4
831,SWE,2020,0.021493474438661724,10
832,SYR,2020,0.000427850375838563,1
833,THA,2020,0.019661793703687837,2
834,TKM,2020,0.0017903512443578477,1
835,TUN,2020,0.0016614289222889101,2
836,TUR,2020,0.028305118445429826,13
837,UGA,2020,0.0014675228402125898,4
838,UKR,2020,0.006145784241690076,22
839,USA,2020,0.8278567241673129,118
840,UZB,2020,0.0023566651400117183,5
841,VEN,2020,0.107781827810494,4
842,AUS,2022,0.06653782428253578,4
843,AUT,2022,0.018501573482827594,19
844,BEL,2022,0.02292359393835508,2
845,BLR,2022,0.0028507311439090913,2
846,CAN,2022,0.08495516965594299,27
847,CHN,2022,0.7061046866070333,16
848,CZE,2022,0.01141115166264049,2
849,ESP,2022,0.05572169327969295,1
850,EST,2022,0.0014869958705690846,1
851,FIN,2022,0.011099988338593566,9
852,FRA,2022,0.10923279409635467,15
853,GBR,2022,0.12141783582985735,2
854,HUN,2022,0.006960256762948996,3
855,ITA,2022,0.08056253134020139,19
856,JPN,2022,0.16730479762695913,18
857,KOR,2022,0.06578937277665454,9
858,NOR,2022,0.023313279828634195,39
859,NZL,2022,0.009741933702584188,3
860,POL,2022,0.02703883650411352,1
861,SVK,2022,0.004527980133988861,2
862,SWE,2022,0.023249173160556302,20
863,UKR,2022,0.006298500541460227,1
864,USA,2022,1.0,28
